deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,risk_score,risk_category
D02450,2023-09-18,2023-10-09,rep_24,SaaS,India,Core,Outbound,Qualified,30928,21,Lost,48.1,Medium
D02451,2023-03-22,2023-04-10,rep_15,HealthTech,India,Pro,Referral,Proposal,4016,19,Lost,48.6,Medium
D02452,2023-02-28,2023-06-13,rep_16,FinTech,India,Enterprise,Partner,Negotiation,87350,105,Won,46.5,Medium
D02453,2023-06-27,2023-10-20,rep_2,EdTech,APAC,Pro,Inbound,Demo,19943,115,Lost,55.5,Medium
D02454,2023-01-06,2023-04-26,rep_8,SaaS,India,Enterprise,Inbound,Closed,69451,110,Lost,43.0,Medium
D02455,2023-04-20,2023-07-31,rep_11,SaaS,India,Pro,Referral,Closed,7226,102,Lost,48.6,Medium
D02456,2023-01-25,2023-03-03,rep_9,Ecommerce,India,Enterprise,Partner,Demo,21115,37,Lost,54.6,Medium
D02457,2023-06-02,2023-08-28,rep_18,SaaS,North America,Core,Inbound,Negotiation,7824,87,Won,53.1,Medium
D02458,2023-05-05,2023-08-26,rep_25,EdTech,North America,Core,Outbound,Qualified,3082,113,Lost,53.1,Medium
D02459,2023-05-24,2023-07-18,rep_4,HealthTech,Europe,Pro,Outbound,Qualified,6468,55,Won,51.0,Medium
D02460,2023-03-30,2023-04-10,rep_17,FinTech,India,Core,Referral,Negotiation,30065,11,Lost,44.1,Medium
D02461,2024-03-06,2024-03-14,rep_8,Ecommerce,North America,Pro,Partner,Negotiation,31266,8,Won,49.0,Medium
D02462,2023-11-28,2024-02-05,rep_5,FinTech,APAC,Enterprise,Inbound,Proposal,3508,69,Won,47.6,Medium
D02463,2024-02-04,2024-02-17,rep_9,SaaS,APAC,Core,Partner,Demo,15483,13,Lost,53.9,Medium
D02464,2023-02-23,2023-03-25,rep_25,SaaS,North America,Enterprise,Partner,Qualified,2052,30,Won,52.4,Medium
D02465,2024-02-13,2024-05-12,rep_5,SaaS,India,Pro,Partner,Negotiation,75091,89,Won,49.9,Medium
D02466,2023-07-19,2023-11-08,rep_8,Ecommerce,India,Enterprise,Inbound,Qualified,15430,112,Won,49.9,Medium
D02467,2023-12-19,2024-03-31,rep_19,EdTech,India,Core,Outbound,Demo,14803,103,Lost,51.1,Medium
D02468,2024-01-15,2024-03-13,rep_12,EdTech,India,Core,Referral,Qualified,5126,58,Lost,46.9,Medium
D02469,2023-02-20,2023-03-24,rep_24,HealthTech,Europe,Enterprise,Partner,Demo,6298,32,Lost,54.2,Medium
D02470,2023-12-08,2024-02-01,rep_16,Ecommerce,Europe,Enterprise,Outbound,Demo,12868,55,Lost,50.6,Medium
D02471,2023-01-01,2023-02-14,rep_22,EdTech,Europe,Enterprise,Inbound,Qualified,9173,44,Lost,54.4,Medium
D02472,2023-07-11,2023-08-10,rep_24,Ecommerce,Europe,Pro,Partner,Closed,9846,30,Won,50.6,Medium
D02473,2023-09-03,2023-09-13,rep_13,SaaS,India,Core,Outbound,Closed,69428,10,Lost,42.6,Medium
D02474,2023-07-13,2023-09-28,rep_8,Ecommerce,Europe,Pro,Outbound,Closed,8048,77,Lost,46.7,Medium
D02475,2023-12-20,2024-04-12,rep_25,SaaS,North America,Enterprise,Outbound,Demo,43740,114,Won,54.7,Medium
D02476,2023-09-05,2023-09-19,rep_9,FinTech,India,Enterprise,Outbound,Qualified,6901,14,Won,47.5,Medium
D02477,2023-10-24,2023-11-12,rep_9,Ecommerce,North America,Enterprise,Outbound,Demo,36814,19,Won,51.8,Medium
D02478,2023-01-11,2023-01-29,rep_16,EdTech,India,Enterprise,Partner,Qualified,19411,18,Lost,51.0,Medium
D02479,2024-03-02,2024-05-21,rep_2,EdTech,Europe,Core,Inbound,Closed,78824,80,Lost,43.0,Medium
D02480,2023-09-09,2023-10-01,rep_17,FinTech,North America,Core,Referral,Proposal,14704,22,Won,47.8,Medium
D02481,2023-02-09,2023-04-20,rep_4,Ecommerce,Europe,Core,Outbound,Demo,19576,70,Won,50.9,Medium
D02482,2023-11-02,2024-01-07,rep_4,Ecommerce,APAC,Enterprise,Referral,Negotiation,5002,66,Lost,49.4,Medium
D02483,2023-04-22,2023-06-30,rep_17,SaaS,North America,Pro,Outbound,Demo,31623,69,Lost,55.0,Medium
D02484,2023-12-24,2024-01-06,rep_14,Ecommerce,APAC,Core,Outbound,Qualified,18534,13,Won,50.2,Medium
D02485,2023-02-28,2023-04-25,rep_3,Ecommerce,APAC,Pro,Inbound,Demo,7661,56,Won,51.1,Medium
D02486,2024-01-22,2024-05-16,rep_22,HealthTech,APAC,Enterprise,Partner,Negotiation,7646,115,Won,60.0,Medium
D02487,2023-07-10,2023-09-21,rep_8,SaaS,North America,Core,Referral,Negotiation,64793,73,Lost,45.0,Medium
D02488,2024-03-11,2024-04-22,rep_25,EdTech,North America,Pro,Partner,Proposal,3784,42,Lost,53.9,Medium
D02489,2023-02-05,2023-05-29,rep_16,Ecommerce,Europe,Core,Outbound,Proposal,3509,113,Lost,48.6,Medium
D02490,2023-12-28,2024-01-28,rep_19,SaaS,APAC,Pro,Partner,Demo,9990,31,Won,53.4,Medium
D02491,2023-02-20,2023-06-12,rep_11,Ecommerce,Europe,Core,Outbound,Qualified,6545,112,Won,50.9,Medium
D02492,2023-01-05,2023-04-20,rep_25,SaaS,North America,Enterprise,Referral,Proposal,88329,105,Lost,48.4,Medium
D02493,2023-12-23,2024-03-23,rep_24,FinTech,Europe,Enterprise,Inbound,Proposal,6745,91,Won,48.9,Medium
D02494,2023-08-24,2023-10-31,rep_17,FinTech,North America,Core,Outbound,Negotiation,13384,68,Lost,48.8,Medium
D02495,2023-11-15,2024-01-21,rep_4,Ecommerce,Europe,Enterprise,Partner,Demo,15419,67,Won,55.2,Medium
D02496,2023-01-06,2023-04-13,rep_24,EdTech,North America,Enterprise,Outbound,Demo,42498,97,Lost,55.2,Medium
D02497,2024-02-20,2024-06-09,rep_14,EdTech,APAC,Core,Inbound,Demo,44225,110,Won,54.3,Medium
D02498,2023-10-06,2023-10-25,rep_25,SaaS,APAC,Core,Inbound,Proposal,4539,19,Lost,46.4,Medium
D02499,2023-03-22,2023-06-25,rep_14,EdTech,North America,Core,Referral,Negotiation,8119,95,Won,52.3,Medium
D02500,2023-12-03,2023-12-18,rep_10,FinTech,APAC,Pro,Partner,Closed,21057,15,Lost,51.5,Medium
D02501,2023-04-09,2023-07-04,rep_11,EdTech,Europe,Pro,Partner,Qualified,9064,86,Lost,55.4,Medium
D02502,2023-02-17,2023-05-22,rep_22,FinTech,North America,Enterprise,Outbound,Qualified,16332,94,Lost,57.2,Medium
D02503,2023-06-12,2023-08-07,rep_2,HealthTech,Europe,Pro,Referral,Demo,95747,56,Won,47.3,Medium
D02504,2023-12-31,2024-02-24,rep_19,EdTech,Europe,Core,Referral,Demo,7439,55,Won,48.8,Medium
D02505,2023-02-17,2023-05-07,rep_22,FinTech,Europe,Pro,Outbound,Closed,2535,79,Won,50.7,Medium
D02506,2023-05-24,2023-08-22,rep_22,HealthTech,Europe,Pro,Referral,Negotiation,12817,90,Lost,55.8,Medium
D02507,2023-04-08,2023-05-10,rep_8,EdTech,Europe,Pro,Partner,Demo,90621,32,Lost,48.8,Medium
D02508,2023-02-22,2023-06-03,rep_17,Ecommerce,APAC,Pro,Outbound,Qualified,53344,101,Lost,53.8,Medium
D02509,2023-05-26,2023-07-03,rep_11,FinTech,India,Pro,Outbound,Proposal,37504,38,Lost,45.9,Medium
D02510,2023-06-24,2023-10-14,rep_20,EdTech,APAC,Pro,Inbound,Closed,41376,112,Lost,49.5,Medium
D02511,2023-05-08,2023-07-26,rep_11,SaaS,North America,Pro,Referral,Demo,14913,79,Won,54.2,Medium
D02512,2023-06-18,2023-06-30,rep_2,SaaS,APAC,Pro,Outbound,Qualified,3020,12,Won,48.8,Medium
D02513,2023-10-09,2023-12-20,rep_21,Ecommerce,India,Enterprise,Referral,Closed,57329,72,Lost,41.2,Medium
D02514,2023-08-09,2023-10-12,rep_14,FinTech,India,Enterprise,Inbound,Qualified,17492,64,Lost,49.8,Medium
D02515,2024-03-22,2024-07-17,rep_20,Ecommerce,North America,Core,Inbound,Proposal,5549,117,Lost,49.9,Medium
D02516,2024-01-24,2024-02-27,rep_13,Ecommerce,APAC,Pro,Referral,Proposal,4135,34,Lost,51.0,Medium
D02517,2024-01-08,2024-02-25,rep_14,FinTech,North America,Pro,Referral,Closed,91148,48,Won,43.9,Medium
D02518,2023-12-06,2024-01-19,rep_23,HealthTech,APAC,Enterprise,Referral,Proposal,7924,44,Won,51.2,Medium
D02519,2023-10-22,2024-01-03,rep_14,Ecommerce,Europe,Pro,Partner,Proposal,22180,73,Won,55.5,Medium
D02520,2023-06-09,2023-06-21,rep_3,Ecommerce,Europe,Pro,Referral,Negotiation,43323,12,Won,44.8,Medium
D02521,2023-03-05,2023-04-19,rep_18,EdTech,India,Pro,Outbound,Demo,27300,45,Lost,56.3,Medium
D02522,2024-01-22,2024-03-17,rep_25,HealthTech,APAC,Enterprise,Outbound,Negotiation,29351,55,Lost,49.5,Medium
D02523,2024-01-24,2024-05-05,rep_17,EdTech,Europe,Core,Inbound,Proposal,6581,102,Won,50.6,Medium
D02524,2023-01-12,2023-04-27,rep_20,EdTech,North America,Enterprise,Outbound,Negotiation,91994,105,Won,46.6,Medium
D02525,2023-01-01,2023-04-15,rep_15,EdTech,India,Pro,Inbound,Negotiation,39323,104,Won,50.9,Medium
D02526,2023-04-21,2023-06-16,rep_7,EdTech,APAC,Enterprise,Partner,Negotiation,45467,56,Won,55.4,Medium
D02527,2023-04-19,2023-07-15,rep_8,FinTech,North America,Enterprise,Outbound,Demo,16334,87,Lost,51.1,Medium
D02528,2023-04-11,2023-05-16,rep_15,HealthTech,North America,Pro,Partner,Qualified,14908,35,Won,56.2,Medium
D02529,2023-05-24,2023-09-18,rep_5,Ecommerce,Europe,Pro,Referral,Negotiation,42683,117,Won,50.7,Medium
D02530,2023-10-03,2023-11-19,rep_16,EdTech,India,Pro,Partner,Negotiation,92649,47,Lost,46.7,Medium
D02531,2023-12-17,2024-01-29,rep_12,HealthTech,India,Enterprise,Referral,Closed,4336,43,Lost,43.6,Medium
D02532,2024-02-08,2024-03-18,rep_14,SaaS,India,Pro,Inbound,Negotiation,11932,39,Lost,48.5,Medium
D02533,2023-05-16,2023-09-11,rep_10,SaaS,India,Pro,Outbound,Qualified,14901,118,Won,56.6,Medium
D02534,2023-06-02,2023-06-20,rep_19,FinTech,North America,Enterprise,Inbound,Closed,5859,18,Won,42.2,Medium
D02535,2023-10-20,2024-02-12,rep_24,SaaS,Europe,Core,Partner,Proposal,14701,115,Won,54.8,Medium
D02536,2024-01-05,2024-02-14,rep_11,HealthTech,Europe,Enterprise,Outbound,Demo,13464,40,Won,50.5,Medium
D02537,2023-07-30,2023-09-30,rep_15,FinTech,North America,Core,Inbound,Proposal,7171,62,Lost,48.2,Medium
D02538,2024-01-12,2024-02-19,rep_3,SaaS,India,Pro,Inbound,Qualified,18906,38,Lost,47.9,Medium
D02539,2023-02-14,2023-05-02,rep_9,Ecommerce,India,Core,Partner,Negotiation,48185,77,Won,49.8,Medium
D02540,2024-01-09,2024-02-24,rep_17,Ecommerce,North America,Pro,Referral,Negotiation,86941,46,Lost,46.9,Medium
D02541,2024-01-11,2024-04-01,rep_23,SaaS,North America,Enterprise,Partner,Demo,70252,81,Won,54.8,Medium
D02542,2023-12-31,2024-01-24,rep_17,SaaS,North America,Pro,Outbound,Qualified,17836,24,Won,52.4,Medium
D02543,2023-12-26,2024-01-31,rep_16,Ecommerce,APAC,Core,Partner,Demo,43655,36,Lost,51.1,Medium
D02544,2023-05-23,2023-09-14,rep_5,FinTech,APAC,Core,Partner,Demo,18209,114,Lost,55.8,Medium
D02545,2023-02-04,2023-03-10,rep_16,EdTech,India,Core,Outbound,Proposal,6357,34,Lost,46.1,Medium
D02546,2023-10-10,2023-12-31,rep_9,Ecommerce,APAC,Pro,Outbound,Demo,15434,82,Lost,55.8,Medium
D02547,2023-01-02,2023-02-02,rep_24,HealthTech,India,Enterprise,Outbound,Demo,4150,31,Won,50.5,Medium
D02548,2024-03-05,2024-04-26,rep_16,Ecommerce,APAC,Core,Outbound,Proposal,19173,52,Lost,48.1,Medium
D02549,2023-02-16,2023-03-21,rep_12,SaaS,APAC,Core,Partner,Demo,2625,33,Lost,50.0,Medium
D02550,2023-08-03,2023-11-16,rep_25,SaaS,APAC,Enterprise,Outbound,Closed,47530,105,Won,49.4,Medium
D02551,2023-12-22,2024-01-13,rep_2,SaaS,APAC,Enterprise,Inbound,Closed,65053,22,Lost,42.7,Medium
D02552,2023-03-29,2023-06-14,rep_15,EdTech,Europe,Core,Outbound,Negotiation,4705,77,Lost,49.0,Medium
D02553,2024-03-13,2024-04-01,rep_23,FinTech,North America,Core,Inbound,Closed,4548,19,Lost,43.7,Medium
D02554,2024-02-24,2024-04-04,rep_6,EdTech,Europe,Core,Partner,Closed,36663,40,Lost,51.0,Medium
D02555,2023-10-22,2023-12-27,rep_6,FinTech,APAC,Core,Referral,Qualified,97021,66,Lost,47.2,Medium
D02556,2023-04-09,2023-05-23,rep_8,FinTech,APAC,Enterprise,Partner,Demo,2713,44,Won,50.3,Medium
D02557,2023-07-05,2023-08-06,rep_2,EdTech,APAC,Core,Referral,Demo,2514,32,Lost,49.3,Medium
D02558,2023-08-14,2023-10-28,rep_12,SaaS,APAC,Enterprise,Partner,Negotiation,26219,75,Won,50.9,Medium
D02559,2023-06-13,2023-08-17,rep_11,EdTech,North America,Enterprise,Outbound,Proposal,51113,65,Won,49.6,Medium
D02560,2023-11-02,2024-01-23,rep_5,FinTech,India,Pro,Inbound,Proposal,18057,82,Won,48.3,Medium
D02561,2023-11-13,2024-02-21,rep_21,Ecommerce,North America,Core,Inbound,Negotiation,33715,100,Lost,44.2,Medium
D02562,2024-01-21,2024-05-20,rep_6,EdTech,Europe,Enterprise,Inbound,Demo,89001,120,Lost,51.9,Medium
D02563,2023-07-27,2023-10-10,rep_21,Ecommerce,APAC,Enterprise,Referral,Qualified,39915,75,Won,47.2,Medium
D02564,2023-03-29,2023-06-27,rep_17,HealthTech,APAC,Pro,Inbound,Qualified,7064,90,Lost,54.0,Medium
D02565,2024-01-17,2024-01-24,rep_16,HealthTech,Europe,Enterprise,Referral,Proposal,38238,7,Won,45.1,Medium
D02566,2023-01-26,2023-05-03,rep_9,SaaS,APAC,Enterprise,Referral,Negotiation,26111,97,Won,52.0,Medium
D02567,2024-01-12,2024-02-04,rep_20,EdTech,North America,Pro,Partner,Demo,3567,23,Won,53.8,Medium
D02568,2023-04-06,2023-07-13,rep_23,HealthTech,India,Core,Referral,Qualified,87072,98,Lost,47.2,Medium
D02569,2023-01-23,2023-03-07,rep_12,EdTech,India,Pro,Referral,Negotiation,3421,43,Lost,45.4,Medium
D02570,2024-02-16,2024-04-14,rep_1,EdTech,North America,Enterprise,Partner,Closed,25460,58,Lost,52.5,Medium
D02571,2023-08-12,2023-10-08,rep_11,EdTech,India,Core,Outbound,Negotiation,4126,57,Lost,46.0,Medium
D02572,2023-09-21,2023-12-08,rep_12,Ecommerce,Europe,Core,Outbound,Negotiation,78038,78,Lost,41.4,Medium
D02573,2023-07-19,2023-10-18,rep_1,FinTech,North America,Enterprise,Outbound,Closed,5413,91,Lost,48.4,Medium
D02574,2023-10-12,2023-12-06,rep_3,SaaS,North America,Core,Inbound,Negotiation,15896,55,Won,46.5,Medium
D02575,2023-04-17,2023-06-05,rep_25,EdTech,Europe,Enterprise,Outbound,Closed,53600,49,Won,46.0,Medium
D02576,2024-01-03,2024-03-22,rep_19,FinTech,APAC,Core,Partner,Negotiation,17652,79,Won,49.1,Medium
D02577,2023-08-14,2023-09-06,rep_16,HealthTech,North America,Enterprise,Partner,Negotiation,32186,23,Lost,49.7,Medium
D02578,2024-01-09,2024-02-13,rep_9,SaaS,India,Enterprise,Referral,Closed,7981,35,Won,46.7,Medium
D02579,2024-03-03,2024-06-20,rep_12,SaaS,Europe,Core,Outbound,Demo,39562,109,Won,49.9,Medium
D02580,2024-01-03,2024-03-18,rep_12,HealthTech,North America,Pro,Partner,Demo,2907,75,Lost,54.4,Medium
D02581,2023-08-07,2023-10-21,rep_17,FinTech,India,Pro,Partner,Negotiation,14920,75,Lost,52.0,Medium
D02582,2024-02-15,2024-05-02,rep_16,EdTech,Europe,Core,Outbound,Closed,12599,77,Won,46.5,Medium
D02583,2023-07-02,2023-09-28,rep_20,HealthTech,India,Pro,Referral,Proposal,65169,88,Won,48.0,Medium
D02584,2023-05-22,2023-06-09,rep_22,HealthTech,India,Pro,Partner,Negotiation,58159,18,Lost,53.3,Medium
D02585,2024-01-25,2024-02-16,rep_11,HealthTech,APAC,Enterprise,Referral,Proposal,9930,22,Lost,48.6,Medium
D02586,2023-07-02,2023-10-17,rep_20,Ecommerce,India,Enterprise,Referral,Qualified,18507,107,Won,51.6,Medium
D02587,2023-05-02,2023-08-09,rep_6,FinTech,North America,Pro,Outbound,Closed,17268,99,Won,52.3,Medium
D02588,2024-03-04,2024-03-15,rep_6,EdTech,Europe,Core,Partner,Demo,82311,11,Won,50.9,Medium
D02589,2024-01-24,2024-04-09,rep_13,Ecommerce,North America,Enterprise,Partner,Negotiation,3761,76,Lost,54.3,Medium
D02590,2023-08-12,2023-11-10,rep_1,HealthTech,Europe,Pro,Inbound,Proposal,2678,90,Lost,49.7,Medium
D02591,2023-02-06,2023-05-31,rep_13,Ecommerce,India,Core,Partner,Closed,15186,114,Lost,52.8,Medium
D02592,2023-06-17,2023-07-27,rep_13,FinTech,India,Pro,Partner,Demo,52118,40,Won,52.2,Medium
D02593,2024-01-18,2024-05-09,rep_2,EdTech,Europe,Pro,Partner,Demo,19477,112,Lost,58.1,Medium
D02594,2023-11-16,2024-02-04,rep_12,Ecommerce,India,Enterprise,Outbound,Closed,40074,80,Won,45.0,Medium
D02595,2024-02-16,2024-04-27,rep_24,HealthTech,Europe,Core,Referral,Proposal,10796,71,Won,49.9,Medium
D02596,2023-08-21,2023-10-10,rep_6,Ecommerce,APAC,Core,Partner,Negotiation,6497,50,Lost,53.4,Medium
D02597,2023-07-23,2023-09-29,rep_18,SaaS,North America,Pro,Partner,Negotiation,4187,68,Lost,57.3,Medium
D02598,2023-02-12,2023-05-15,rep_17,FinTech,India,Pro,Partner,Closed,6608,92,Lost,51.2,Medium
D02599,2023-07-09,2023-07-24,rep_10,SaaS,Europe,Pro,Outbound,Qualified,19272,15,Won,52.3,Medium
D02600,2023-12-11,2023-12-30,rep_25,HealthTech,APAC,Enterprise,Referral,Closed,4257,19,Won,46.6,Medium
D02601,2023-05-20,2023-07-22,rep_16,FinTech,APAC,Pro,Partner,Qualified,61843,63,Won,50.3,Medium
D02602,2024-01-07,2024-04-01,rep_18,Ecommerce,India,Core,Partner,Negotiation,7802,85,Won,55.2,Medium
D02603,2024-03-16,2024-05-14,rep_25,SaaS,North America,Pro,Referral,Proposal,20350,59,Lost,52.1,Medium
D02604,2023-12-22,2024-01-28,rep_15,Ecommerce,North America,Core,Inbound,Closed,13665,37,Won,46.8,Medium
D02605,2023-02-26,2023-03-20,rep_25,EdTech,APAC,Core,Inbound,Demo,12133,22,Lost,50.2,Medium
D02606,2024-02-24,2024-05-25,rep_12,Ecommerce,APAC,Pro,Partner,Proposal,6395,91,Won,53.3,Medium
D02607,2023-02-23,2023-03-30,rep_13,SaaS,APAC,Enterprise,Partner,Qualified,19980,35,Won,55.2,Medium
D02608,2023-08-28,2023-10-01,rep_12,EdTech,APAC,Enterprise,Inbound,Closed,4572,34,Lost,44.1,Medium
D02609,2024-03-03,2024-06-17,rep_10,Ecommerce,APAC,Enterprise,Inbound,Closed,83698,106,Lost,48.4,Medium
D02610,2023-12-01,2024-01-29,rep_25,HealthTech,India,Core,Outbound,Qualified,54405,59,Won,47.6,Medium
D02611,2023-04-20,2023-07-30,rep_1,Ecommerce,North America,Pro,Referral,Proposal,7227,101,Lost,53.6,Medium
D02612,2024-02-18,2024-05-10,rep_22,SaaS,India,Enterprise,Outbound,Negotiation,18380,82,Lost,54.1,Medium
D02613,2023-05-29,2023-06-20,rep_17,HealthTech,India,Pro,Partner,Qualified,13232,22,Lost,53.8,Medium
D02614,2024-01-01,2024-04-15,rep_13,FinTech,North America,Core,Referral,Closed,3004,105,Won,48.3,Medium
D02615,2023-06-28,2023-09-21,rep_13,Ecommerce,APAC,Enterprise,Inbound,Qualified,8644,85,Lost,53.4,Medium
D02616,2023-09-08,2023-11-23,rep_22,FinTech,India,Enterprise,Outbound,Proposal,10917,76,Won,53.5,Medium
D02617,2023-02-26,2023-06-08,rep_15,Ecommerce,Europe,Pro,Outbound,Negotiation,92047,102,Lost,47.5,Medium
D02618,2024-02-09,2024-04-10,rep_20,Ecommerce,North America,Pro,Inbound,Closed,66667,61,Lost,45.0,Medium
D02619,2023-08-21,2023-09-13,rep_8,EdTech,North America,Core,Inbound,Demo,6410,23,Won,47.6,Medium
D02620,2023-02-08,2023-03-21,rep_21,EdTech,Europe,Pro,Referral,Negotiation,6944,41,Won,44.1,Medium
D02621,2024-03-11,2024-06-12,rep_25,FinTech,APAC,Enterprise,Inbound,Negotiation,15860,93,Lost,49.2,Medium
D02622,2023-04-11,2023-07-17,rep_12,Ecommerce,APAC,Enterprise,Outbound,Demo,8180,97,Lost,52.4,Medium
D02623,2023-07-19,2023-11-08,rep_8,Ecommerce,APAC,Enterprise,Inbound,Negotiation,43786,112,Won,47.9,Medium
D02624,2023-03-14,2023-07-12,rep_3,HealthTech,Europe,Core,Outbound,Qualified,76251,120,Lost,47.1,Medium
D02625,2023-02-08,2023-03-20,rep_4,SaaS,India,Enterprise,Outbound,Qualified,13280,40,Lost,49.5,Medium
D02626,2024-03-07,2024-04-25,rep_21,EdTech,India,Pro,Outbound,Proposal,14460,49,Lost,45.8,Medium
D02627,2023-04-03,2023-05-27,rep_17,FinTech,APAC,Core,Outbound,Qualified,4597,54,Lost,49.2,Medium
D02628,2023-07-15,2023-09-17,rep_7,SaaS,North America,Enterprise,Outbound,Qualified,2149,64,Won,54.2,Medium
D02629,2023-08-16,2023-12-08,rep_25,EdTech,India,Core,Partner,Closed,5513,114,Lost,51.8,Medium
D02630,2023-07-15,2023-10-15,rep_8,HealthTech,Europe,Pro,Partner,Closed,54214,92,Won,49.0,Medium
D02631,2023-01-31,2023-02-19,rep_1,HealthTech,North America,Enterprise,Referral,Negotiation,5628,19,Won,48.1,Medium
D02632,2024-03-25,2024-07-09,rep_1,Ecommerce,India,Pro,Inbound,Closed,4384,106,Won,48.3,Medium
D02633,2023-10-06,2023-11-12,rep_16,Ecommerce,India,Enterprise,Inbound,Qualified,10365,37,Lost,47.3,Medium
D02634,2023-11-22,2024-01-21,rep_18,SaaS,India,Enterprise,Inbound,Proposal,2768,60,Won,51.2,Medium
D02635,2023-12-03,2024-01-17,rep_22,HealthTech,India,Pro,Partner,Demo,5194,45,Won,59.0,Medium
D02636,2024-02-12,2024-04-10,rep_20,FinTech,India,Core,Partner,Closed,5517,58,Won,45.7,Medium
D02637,2024-01-03,2024-04-06,rep_19,FinTech,India,Enterprise,Inbound,Proposal,19169,94,Lost,46.5,Medium
D02638,2023-04-28,2023-06-12,rep_4,SaaS,North America,Enterprise,Partner,Qualified,9875,45,Won,54.3,Medium
D02639,2023-10-14,2024-01-02,rep_15,FinTech,India,Pro,Outbound,Negotiation,38638,80,Won,48.3,Medium
D02640,2023-03-02,2023-04-20,rep_24,HealthTech,APAC,Core,Referral,Negotiation,52632,49,Lost,47.1,Medium
D02641,2024-02-12,2024-02-19,rep_18,SaaS,India,Pro,Partner,Qualified,94892,7,Won,51.1,Medium
D02642,2023-09-21,2023-09-29,rep_8,SaaS,APAC,Core,Inbound,Closed,11799,8,Won,42.2,Medium
D02643,2023-01-03,2023-03-03,rep_11,EdTech,India,Enterprise,Outbound,Proposal,13345,59,Won,49.3,Medium
D02644,2024-01-31,2024-05-05,rep_10,FinTech,North America,Core,Outbound,Qualified,41354,95,Lost,53.1,Medium
D02645,2023-04-07,2023-04-25,rep_19,SaaS,North America,Core,Partner,Negotiation,96402,18,Lost,43.3,Medium
D02646,2024-02-18,2024-06-01,rep_16,FinTech,Europe,Core,Partner,Qualified,9637,104,Lost,51.7,Medium
D02647,2023-07-30,2023-10-09,rep_9,Ecommerce,North America,Pro,Inbound,Demo,2466,71,Lost,53.0,Medium
D02648,2023-07-20,2023-08-28,rep_7,HealthTech,India,Pro,Partner,Proposal,92781,39,Lost,51.3,Medium
D02649,2023-03-01,2023-06-12,rep_2,FinTech,India,Pro,Outbound,Negotiation,80920,103,Lost,44.6,Medium
D02650,2023-06-08,2023-07-26,rep_22,HealthTech,North America,Enterprise,Referral,Negotiation,96955,48,Lost,48.1,Medium
D02651,2024-01-25,2024-03-02,rep_24,Ecommerce,APAC,Pro,Partner,Negotiation,54628,37,Won,51.5,Medium
D02652,2024-03-20,2024-05-09,rep_2,SaaS,APAC,Enterprise,Referral,Closed,12951,50,Won,47.8,Medium
D02653,2024-01-07,2024-04-25,rep_1,EdTech,APAC,Core,Referral,Negotiation,16870,109,Won,51.7,Medium
D02654,2023-01-27,2023-04-02,rep_16,Ecommerce,North America,Core,Inbound,Proposal,95985,65,Lost,41.7,Medium
D02655,2023-01-27,2023-04-05,rep_12,EdTech,APAC,Pro,Partner,Negotiation,15744,68,Lost,52.3,Medium
D02656,2023-08-25,2023-09-20,rep_7,EdTech,APAC,Pro,Inbound,Closed,10485,26,Lost,51.0,Medium
D02657,2024-01-24,2024-02-26,rep_17,EdTech,India,Core,Referral,Negotiation,53793,33,Lost,45.9,Medium
D02658,2023-07-14,2023-10-21,rep_17,HealthTech,India,Enterprise,Referral,Demo,6894,99,Lost,54.2,Medium
D02659,2023-01-18,2023-04-14,rep_12,Ecommerce,North America,Enterprise,Outbound,Closed,15220,86,Lost,48.0,Medium
D02660,2023-10-19,2024-01-06,rep_15,SaaS,Europe,Enterprise,Referral,Negotiation,5328,79,Lost,49.7,Medium
D02661,2023-02-05,2023-05-08,rep_5,SaaS,India,Core,Outbound,Qualified,15172,92,Lost,50.8,Medium
D02662,2023-12-05,2024-03-22,rep_6,HealthTech,Europe,Enterprise,Outbound,Demo,18701,108,Won,56.6,Medium
D02663,2023-01-27,2023-05-14,rep_13,FinTech,India,Enterprise,Inbound,Proposal,17656,107,Won,50.5,Medium
D02664,2024-03-03,2024-06-26,rep_22,FinTech,India,Enterprise,Partner,Demo,53893,115,Lost,58.7,Medium
D02665,2023-12-02,2023-12-25,rep_20,EdTech,North America,Core,Partner,Demo,16809,23,Won,53.2,Medium
D02666,2023-05-05,2023-07-12,rep_17,SaaS,APAC,Pro,Referral,Proposal,8540,68,Lost,52.7,Medium
D02667,2024-02-04,2024-03-25,rep_6,EdTech,APAC,Pro,Outbound,Proposal,2953,50,Won,52.9,Medium
D02668,2023-09-29,2024-01-16,rep_12,EdTech,North America,Pro,Referral,Demo,15275,109,Won,54.6,Medium
D02669,2023-10-09,2023-12-22,rep_2,HealthTech,Europe,Core,Inbound,Demo,5658,74,Lost,49.7,Medium
D02670,2023-05-08,2023-09-05,rep_18,Ecommerce,India,Core,Outbound,Proposal,32193,120,Won,54.3,Medium
D02671,2023-10-04,2024-01-22,rep_7,FinTech,APAC,Core,Partner,Negotiation,40903,110,Lost,55.0,Medium
D02672,2023-10-18,2023-12-10,rep_13,EdTech,APAC,Core,Referral,Closed,17441,53,Lost,49.3,Medium
D02673,2023-01-05,2023-02-11,rep_16,FinTech,North America,Pro,Inbound,Qualified,92968,37,Won,42.8,Medium
